image_id,street,citi,n_citi,bed,bath,sqft,price,price_sqft,counts_locations,average_price_price_sqft
7242,313 Loch Lomond Road,"Rancho Mirage, CA",300,3,3.1,2762,695000,252,167,295
7243,75690 McLachlin Circle,"Palm Desert, CA",265,3,2.2,2929,649000,222,196,310
7244,20605 Broadview Drive,"Perris, CA",278,3,2.1,2760,649900,235,57,210
7245,2880 Keystone Circle,"Corona, CA",87,4,3,3313,690000,208,257,231
7246,18056 Glennel Drive,"Riverside, CA",310,3,2.1,3112,678800,218,274,239
7247,30095 Point Marina Drive,"Canyon Lake, CA",64,5,2.1,2548,650000,255,49,253
7248,36037 Royal Sage Court,"Palm Desert, CA",265,3,3,2495,685000,275,196,310
7249,2391 Red Cloud Court,"Norco, CA",243,4,3,2301,695000,302,37,311
7250,80333 Camino San Lucas,"Indio, CA",154,2,3,2569,695000,271,133,224
7251,11805 Forsythia Street,"Mira Loma, CA",216,5,3.1,3326,650000,195,22,227
7252,304 White Horse Trail,"Palm Desert, CA",265,3,3.1,2712,699000,258,196,310
7253,435 E Chuckwalla Road,"Palm Springs, CA",266,2,2,1152,649000,563,228,398
7254,50795 Calle Rondo,"La Quinta, CA",175,3,2,2118,649900,307,305,298
7255,41 Gibraltar Drive,"Palm Desert, CA",265,3,3,2912,700000,240,196,310
7256,1580 Dominguez Ranch Road,"Corona, CA",87,5,3,2970,679000,229,257,231
7257,50490 Via Amante,"La Quinta, CA",175,3,3.1,3251,665000,205,305,298
7258,30352 Boulder Estates Way,"Menifee, CA",213,5,4.1,3653,689588,189,118,204
7259,8265 Gamebird Street,"Corona, CA",87,6,4,3673,678000,185,257,231
7260,78975 Martinique Drive,"Bermuda Dunes, CA",34,3,3,3136,695000,222,23,227
7261,23668 Sonata Drive,"Murrieta, CA",233,6,3,3320,699900,211,188,235
7262,12433 Mississippi Drive,"Mira Loma, CA",216,5,3,3467,650000,187,22,227
7263,16935 Carrotwood Drive,"Riverside, CA",310,6,4.1,4235,698880,165,274,239
7264,74571 Fairway Drive,"Palm Desert, CA",265,4,3,2456,675000,275,196,310
7265,36350 Artisan Way,"Cathedral City, CA",71,3,3.1,3127,685000,219,48,236
7266,60500 Living Stone Drive,"La Quinta, CA",175,3,3.1,2724,699000,257,305,298
7267,2190 S TOLEDO Avenue,"Palm Springs, CA",266,3,3.1,3348,695000,208,228,398
7268,11529 Alton Drive,"Corona, CA",87,3,2,2056,649990,316,257,231
7269,52085 Avenida Cortez,"La Quinta, CA",175,3,3,2086,669900,321,305,298
7270,74397 Zeppelin Drive,"Palm Desert, CA",265,3,2.1,2580,649900,252,196,310
7271,20510 Hill Top Drive,"Riverside, CA",310,8,4.1,7508,650000,87,274,239
7272,71 San Simeon Place,"Rancho Mirage, CA",300,3,3.1,2563,649000,253,167,295
7273,6855 Rangeley Way,"Mira Loma, CA",216,5,3,3404,654548,192,22,227
7274,23909 SOLITAIRE Circle,"Moreno Valley, CA",228,4,3.1,3270,650000,199,81,204
7275,1180 Via Viento Lane,"Corona, CA",87,4,3,2500,649900,260,257,231
7276,7506 Sanctuary Drive,"Corona, CA",87,5,3.1,3538,668788,189,257,231
7277,36745 Palmdale Road,"Rancho Mirage, CA",300,3,3.1,2631,687000,261,167,295
7278,14540 Arctic Fox Avenue,"Corona, CA",87,5,3,3165,649000,205,257,231
7279,80395 Torreon Way,"La Quinta, CA",175,3,3.1,2975,679000,228,305,298
7280,22275 Hayworth Court,"Corona, CA",87,5,3.1,3878,655900,169,257,231
7281,23690 Snakebite,"Perris, CA",278,5,3,3272,699000,214,57,210
7282,915 E RACQUET CLUB Road,"Palm Springs, CA",266,3,2,1225,654000,534,228,398
7283,6307 Nuffield Drive,"Corona, CA",87,5,4,2988,679990,228,257,231
7284,50210 Via Simpatico,"La Quinta, CA",175,3,3,2894,649000,224,305,298
7285,72646 BEL AIR Road,"Palm Desert, CA",265,3,2.1,1850,679000,367,196,310
7286,1186 S San Joaquin Drive,"Palm Springs, CA",266,3,2,1956,689000,352,228,398
7287,6680 Black Forest Drive,"Corona, CA",87,6,5.1,4412,699999,159,257,231
7288,16419 Ridge Field Drive,"Riverside, CA",310,5,4.1,4094,676000,165,274,239
7289,3125 Forest View Drive,"Corona, CA",87,4,3,3302,745800,226,257,231
7290,809 Alexander Way,"Palm Springs, CA",266,3,2,1480,749900,507,228,398
7291,29 Duke Drive,"Rancho Mirage, CA",300,3,3,3088,729000,236,167,295
7292,14584 Sleepy Creek Drive,"Corona, CA",87,6,3.1,4313,700000,162,257,231
7293,79401 Bermuda Dunes Drive,"Bermuda Dunes, CA",34,3,2.1,3089,699000,226,23,227
7294,78710 Avenida La Fonda,"La Quinta, CA",175,3,3.1,2721,711900,262,305,298
7295,33160 Janda Court,"Temecula, CA",368,5,4,3667,709900,194,162,256
7296,4825 Laurel Ridge Drive,"Belltown, CA",33,4,4,3832,699999,183,19,251
7297,73673 Joshua Tree Street,"Palm Desert, CA",265,3,2.1,1807,699000,387,196,310
7298,1173 Hummingbird Lane,"Corona, CA",87,7,4,3279,745000,227,257,231
7299,81859 Seabiscuit Way,"La Quinta, CA",175,3,3.1,2912,699900,240,305,298
7300,1114 Brasado Way,"Riverside, CA",310,5,3,3586,749900,209,274,239
7301,76950 Comanche Lane,"Indian Wells, CA",153,4,3,2544,730000,287,79,333
7302,1327 Palomino Court,"Hemet, CA",141,4,3,3306,724900,219,144,209
7303,36726 Jasmine Lane,"Rancho Mirage, CA",300,4,3,2539,749000,295,167,295
7304,1538 Verbena Drive,"Palm Springs, CA",266,3,2,1431,719000,502,228,398
7305,78420 Clarke Court,"La Quinta, CA",175,4,4.1,3058,695000,227,305,298
7306,73466 Broken Arrow Trail,"Palm Desert, CA",265,4,3,2426,739000,305,196,310
7307,360 Pico Road,"Palm Springs, CA",266,3,2,1530,695950,455,228,398
7308,55880 Encino Road,"Idyllwild, CA",150,3,2,2372,725000,306,20,361
7309,16430 Bennett Road,"Desert Hot Springs, CA",101,5,6,2550,725000,284,75,181
7310,610 Chia Road,"Palm Springs, CA",266,3,2,1412,719000,509,228,398
7311,562 Desert West Drive,"Rancho Mirage, CA",300,4,3.1,3883,695000,179,167,295
7312,50240 Via Amante,"La Quinta, CA",175,3,3.1,2894,749000,259,305,298
7313,54790 Forest Haven Drive,"Idyllwild, CA",150,5,3,3212,749000,233,20,361
7314,2464 Sierra Bella Drive,"Corona, CA",87,4,2.1,2624,741452,283,257,231
7315,3220 Crestview Drive,"Norco, CA",243,6,4.1,3738,715000,191,37,311
7316,9350 Scenic Lane,"Moreno Valley, CA",228,4,3,3868,735000,190,81,204
7317,983 Horatio Avenue,"Corona, CA",87,6,3,3074,695900,226,257,231
7318,24460 Lupine Lane,"Corona, CA",87,3,2.1,2253,739000,328,257,231
7319,75689 Valle Vista Drive,"Indian Wells, CA",153,3,3.1,3071,735000,239,79,333
7320,511 Ronda Court,"Calimesa, CA",58,5,3.1,3598,714500,199,21,186
7321,48325 Mariposa Drive,"Palm Desert, CA",265,3,3,3090,749000,242,196,310
7322,120 Via Santo Tomas,"Rancho Mirage, CA",300,3,3,2391,749000,313,167,295
7323,22654 Canyon Lake Drive S,"Canyon Lake, CA",64,4,2.1,2974,699000,235,49,253
7324,300 N Orchid Tree Lane,"Palm Springs, CA",266,3,2,1842,731900,397,228,398
7325,16862 Grand Avenue,"Lake Elsinore, CA",185,3,3,2200,699000,318,75,243
7326,4 Duke Drive,"Rancho Mirage, CA",300,3,3,2908,735000,253,167,295
7327,54795 Winged Foot,"La Quinta, CA",175,3,3,2450,749000,306,305,298
7328,44840 Doral Drive,"Indian Wells, CA",153,3,3,2855,695000,243,79,333
7329,3221 Del Sol Pointe,"Riverside, CA",310,5,3.1,3773,750000,199,274,239
7330,7438 Jola Drive,"Riverside, CA",310,4,4,3385,749000,221,274,239
7331,18500 Manitou Street,"Corona, CA",87,4,2.1,3275,750000,229,257,231
7332,76251 Via Montelena,"Indian Wells, CA",153,3,3.1,2362,710000,301,79,333
7333,43161 Port Maria Road,"Bermuda Dunes, CA",34,3,3.1,3574,699000,196,23,227
7334,4222 Havenridge Drive,"Corona, CA",87,5,4,2956,725000,245,257,231
7335,46614 Bradshaw Trail,"La Quinta, CA",175,3,3.1,2800,748800,267,305,298
7336,69385 Mccallum Way,"Cathedral City, CA",71,5,3,3242,749000,231,48,236
7337,13503 Pointer Court,"Riverside, CA",310,5,4.1,4677,713990,153,274,239
7338,3231 Crestview Drive,"Norco, CA",243,4,2.1,2978,745000,250,37,311
7339,69733 Camino Pacifico,"Rancho Mirage, CA",300,3,3.1,3040,699900,230,167,295
7340,2590 Vine Avenue,"Norco, CA",243,4,2,1628,699000,429,37,311
7341,29085 Via Norte,"Temecula, CA",368,4,2.1,2426,739900,305,162,256
7342,4242 Havenridge Drive,"Corona, CA",87,6,4,3446,739000,214,257,231
7343,41800 Chaparral Drive,"Temecula, CA",368,3,2,2315,749000,324,162,256
7344,321 Desert Willow Circle,"Palm Springs, CA",266,3,2,1688,715000,424,228,398
7345,74997 Cove Drive,"Indian Wells, CA",153,3,3,2764,695000,251,79,333
7346,12275 Cornwallis Court,"Mira Loma, CA",216,5,3,3652,729000,200,22,227
7347,80848 Hermitage,"La Quinta, CA",175,3,3.1,2379,745000,313,305,298
7348,45385 Taos,"Indian Wells, CA",153,3,2,3604,719900,200,79,333
7349,640 Ocotillo Avenue,"Palm Springs, CA",266,2,3,2127,745000,350,228,398
7350,57771 Interlachen,"La Quinta, CA",175,3,3,2872,699000,243,305,298
7351,57770 Black Diamond,"La Quinta, CA",175,3,3,2611,749000,287,305,298
7352,20450 Wendy Lane,"Murrieta, CA",233,4,3,2129,749900,352,188,235
7353,33029 Sage Court,"Temecula, CA",368,5,4,3983,749900,188,162,256
7354,69755 Camino Pacifico,"Rancho Mirage, CA",300,3,3.1,2830,695000,246,167,295
7355,3370 Amethyst Street,"Corona, CA",87,5,3.1,3572,724900,203,257,231
7356,1772 Sandtrap Drive,"Corona, CA",87,5,3.1,3731,715000,192,257,231
7357,79140 Starlight Lane,"Bermuda Dunes, CA",34,3,3.1,2792,695000,249,23,227
7358,3 Bollinger Road,"Rancho Mirage, CA",300,4,3.1,3755,724000,193,167,295
7359,7332 Excelsior Drive,"Corona, CA",87,5,4.1,4148,707900,171,257,231
7360,4782 Eagle Ridge Court,"Belltown, CA",33,6,4.1,4920,725000,147,19,251
7361,73625 Agave Lane,"Palm Desert, CA",265,3,2.1,2714,750000,276,196,310
7362,30550 Via Las Palmas,"Thousand Palms, CA",373,5,4,3668,725000,198,4,168
7363,16599 Fleur Boulevard,"Riverside, CA",310,6,4.1,4125,752541,182,274,239
7364,73136 Shadow Mountain Drive,"Palm Desert, CA",265,3,3,2500,699000,280,196,310
7365,13646 Kiwi Avenue,"Corona, CA",87,5,3.1,3849,718888,187,257,231
7366,71591 Biskra Road,"Rancho Mirage, CA",300,3,2.1,2296,714900,311,167,295
7367,42520 Buccaneer Court,"Bermuda Dunes, CA",34,4,4.1,4399,729900,166,23,227
7368,25427 Champlain Avenue,"Murrieta, CA",233,5,3.1,3773,730000,193,188,235
7369,81195 Golf View Drive,"La Quinta, CA",175,3,3.1,2791,734000,263,305,298
7370,61499 Topaz Drive,"La Quinta, CA",175,2,2.1,2524,695000,275,305,298
7371,30437 Canyon Point Circle,"Menifee, CA",213,4,3.1,3123,749900,240,118,204
7372,4206 Havenridge Drive,"Corona, CA",87,5,4,3466,739000,213,257,231
7373,51471 Champali Court,"Indio, CA",154,2,2.1,2549,700000,275,133,224
7374,37720 Botanica Place,"Murrieta, CA",233,4,4,3646,695000,191,188,235
7375,16046 Albarian Way,"Riverside, CA",310,4,3,3200,729900,228,274,239
7376,12826 Shorthorn Drive,"Corona, CA",87,5,4.1,3216,749990,233,257,231
7377,16060 Albarian Way,"Riverside, CA",310,4,3,3200,729900,228,274,239
7378,50810 Cereza,"La Quinta, CA",175,3,4,2800,750000,268,305,298
7379,628 Desert Way,"Palm Springs, CA",266,4,4,2394,739000,309,228,398
7380,79315 Mandarina,"La Quinta, CA",175,3,3.1,2833,699000,247,305,298
7381,13 Loch Ness Lake Court,"Rancho Mirage, CA",300,4,4.1,2480,725000,292,167,295
7382,2980 Dapplegray Lane,"Norco, CA",243,4,2.1,3082,710000,230,37,311
7383,78695 Castle Pines Drive,"La Quinta, CA",175,3,3.1,2610,699000,268,305,298
7384,7985 Natoma Street,"Corona, CA",87,6,3.1,3763,695000,185,257,231
7385,2558 Camino Del Plata,"Corona, CA",87,5,3,3056,725000,237,257,231
7386,78 Colgate Drive,"Rancho Mirage, CA",300,4,4,2969,749000,252,167,295
7387,51718 Via Roblada,"La Quinta, CA",175,4,3.1,2849,739000,259,305,298
7388,19860 Covell Street,"Riverside, CA",310,4,3,2790,699000,251,274,239
7389,32160 Copper Crest Lane,"Temecula, CA",368,5,3,3601,695000,193,162,256
7390,39340 Jessie Circle,"Temecula, CA",368,4,3,2100,719000,342,162,256
7391,79275 Avenue 38,"Indio, CA",154,3,2.1,2400,750000,313,133,224
7392,1280 Avenida Caballeros,"Palm Springs, CA",266,3,2,1756,745000,424,228,398
7393,75054 Gleneagles Circle,"Indian Wells, CA",153,3,5,3641,750000,206,79,333
7394,34299 Lamborn Street,"Temecula, CA",368,4,4.1,3836,699900,182,162,256
7395,16149 Sierra Heights Drive,"Riverside, CA",310,4,2.1,3138,739900,236,274,239
7396,1691 Spyglass Drive,"Corona, CA",87,5,3,2914,715000,245,257,231
7397,34070 Summit View Place,"Temecula, CA",368,4,3,3371,697900,207,162,256
7398,1257 Elysia Street,"Corona, CA",87,5,4,3572,749000,210,257,231
7399,70580 Granite Trail,"Mountain Center, CA",231,4,3,3333,725000,218,12,285
7400,1525 Mel Avenue,"Palm Springs, CA",266,3,2,1557,755000,485,228,398
7401,8107 Ross Street,"Corona, CA",87,6,4,3667,708888,193,257,231
7402,26759 Chamomile Street,"Murrieta, CA",233,6,4.1,4311,724900,168,188,235
7403,77925 Laredo,"La Quinta, CA",175,3,3,2329,739000,317,305,298
7404,61089 Fire Barrel Drive,"La Quinta, CA",175,3,3.1,2724,749000,275,305,298
7405,39425 Cherry Oak Road,"Cherry Valley, CA",77,4,3,2930,699000,239,17,218
7406,2325 El Chorro Way,"Palm Springs, CA",266,4,2,1911,699999,366,228,398
7407,13375 Paragon Circle,"Riverside, CA",310,6,4.1,4125,738800,179,274,239
7408,72830 Ambrosia Street,"Palm Desert, CA",265,3,3.1,2495,739000,296,196,310
7409,34145 Mazarine Drive,"Temecula, CA",368,5,4,3529,699900,198,162,256
7410,257 Cerritos Drive,"Palm Springs, CA",266,3,2,1353,749000,554,228,398
7411,43750 Via Cielo,"Temecula, CA",368,4,2,2500,699000,280,162,256
7412,965 Manor Way,"Corona, CA",87,4,2.1,3274,699999,214,257,231
7413,1133 Langtree Lane,"Corona, CA",87,4,3,2968,749000,252,257,231
7414,313 Loch Lomond Road,"Rancho Mirage, CA",300,3,3.1,2762,695000,252,167,295
7415,561 Skylar Lane,"Palm Springs, CA",266,3,2.1,2747,749000,273,228,398
7416,57237 St. Andrews Way,"La Quinta, CA",175,3,3.1,2379,749000,315,305,298
7417,6977 Jetty Court,"Mira Loma, CA",216,6,4.1,4120,728800,177,22,227
7418,1331 Corona Avenue,"Norco, CA",243,4,2.1,2352,727300,309,37,311
7419,45313 Club Drive,"Indian Wells, CA",153,3,2,1800,725000,403,79,333
7420,2391 Red Cloud Court,"Norco, CA",243,4,3,2301,695000,302,37,311
7421,80333 Camino San Lucas,"Indio, CA",154,2,3,2569,695000,271,133,224
7422,22598 Grand Avenue,"Wildomar, CA",405,4,2.1,2429,739000,304,35,231
7423,29 Birkdale Circle,"Rancho Mirage, CA",300,3,3.1,3169,750000,237,167,295
7424,304 White Horse Trail,"Palm Desert, CA",265,3,3.1,2712,699000,258,196,310
7425,41 Gibraltar Drive,"Palm Desert, CA",265,3,3,2912,700000,240,196,310
7426,22551 Blue Teal Drive,"Canyon Lake, CA",64,4,3.1,4300,749900,174,49,253
7427,16658 Fleur Boulevard,"Riverside, CA",310,6,4.1,4125,705221,171,274,239
7428,8693 Rolling Hills Drive,"Corona, CA",87,6,4.1,4666,745000,160,257,231
7429,767 TWIN PALMS Drive,"Palm Springs, CA",266,3,2,1793,725000,404,228,398
7430,1533 Harness Lane,"Norco, CA",243,4,3,2942,739000,251,37,311
7431,78975 Martinique Drive,"Bermuda Dunes, CA",34,3,3,3136,695000,222,23,227
7432,23668 Sonata Drive,"Murrieta, CA",233,6,3,3320,699900,211,188,235
7433,811 E Chia Road,"Palm Springs, CA",266,4,3,1808,749999,415,228,398
7434,50 Princeton Drive,"Rancho Mirage, CA",300,3,3,3188,739000,232,167,295
7435,16935 Carrotwood Drive,"Riverside, CA",310,6,4.1,4235,698880,165,274,239
7436,42111 Majestic Court,"Temecula, CA",368,4,4,4110,725000,176,162,256
7437,60500 Living Stone Drive,"La Quinta, CA",175,3,3.1,2724,699000,257,305,298
7438,2190 S TOLEDO Avenue,"Palm Springs, CA",266,3,3.1,3348,695000,208,228,398
7439,960 Oliviamae Circle,"Corona, CA",87,5,3.1,3202,749000,234,257,231
7440,33101 Monroy Circle,"Temecula, CA",368,4,3,2891,739500,256,162,256
7441,38669 ryans Way,"Palm Desert, CA",265,3,3.1,2782,749000,269,196,310
7442,131 Vista Oro,"Palm Desert, CA",265,4,3.1,2616,729000,279,196,310
7443,25050 El Toro Road,"Lake Elsinore, CA",185,2,1,720,750000,1042,75,243
7444,1048 La Vaughn Circle,"Corona, CA",87,4,3.1,3183,744900,234,257,231
7445,31080 Via Norte,"Temecula, CA",368,5,2.1,2580,739000,286,162,256
7446,23690 Snakebite,"Perris, CA",278,5,3,3272,699000,214,57,210
7447,5050 Myrtle Avenue,"Riverside, CA",310,4,3.2,3637,740000,203,274,239
7448,6680 Black Forest Drive,"Corona, CA",87,6,5.1,4412,699999,159,257,231
7449,2107 Vista Grande Avenue,"Palm Springs, CA",266,4,2.2,1949,750000,385,228,398
7450,27375 Palomar Road,"Menifee, CA",213,4,4,3426,750000,219,118,204
7451,6878 Lucite Drive,"Corona, CA",87,5,3.1,3528,750000,213,257,231
7452,12487 Feather Drive,"Mira Loma, CA",216,5,3,3715,749000,202,22,227
7453,1 Stratford Court,"Rancho Mirage, CA",300,3,3,3061,729000,238,167,295
7454,8805 Dufferin Avenue,"Riverside, CA",310,4,2.1,3553,755000,212,274,239
7455,84500 Avenue 49,"Coachella, CA",82,6,4,3216,699000,217,19,196
7456,1570 Beacon Ridge Way,"Corona, CA",87,5,3.1,3670,729900,199,257,231
7457,7 Buckingham Way,"Rancho Mirage, CA",300,4,3.1,3788,720000,190,167,295
7458,216 Eagle Dance Circle,"Palm Desert, CA",265,4,4.1,3310,750000,227,196,310
7459,1407 Folson Circle,"Corona, CA",87,5,3.1,3501,749900,214,257,231
7460,8086 Soft Winds Drive,"Corona, CA",87,3,2.1,3142,748950,238,257,231
7461,9360 Byham Lane,"Cherry Valley, CA",77,4,4,3879,749900,193,17,218
7462,80450 Via Talavera,"La Quinta, CA",175,3,3.1,2811,729000,259,305,298
7463,2 Colgate Drive,"Rancho Mirage, CA",300,3,3,3097,699900,226,167,295
7464,62 Colgate Drive,"Rancho Mirage, CA",300,3,3,2940,749999,255,167,295
7465,131 Vista Valle,"Palm Desert, CA",265,3,3.1,2982,749000,251,196,310
7466,1536 Enclave Way,"Palm Springs, CA",266,2,2.1,2847,719000,253,228,398
7467,1123 Blazewood Street,"Riverside, CA",310,5,3.1,3650,750000,205,274,239
7468,78720 Avnida La Fonda,"La Quinta, CA",175,4,4,2777,720000,259,305,298
7469,921 Deer Haven Circle,"Palm Desert, CA",265,3,3.1,2682,719000,268,196,310
7470,36621 Lion Peak Road,"Mountain Center, CA",231,4,2.1,3486,695000,199,12,285
7471,3605 Buttercup Circle,"Perris, CA",278,6,4.1,4197,700000,167,57,210
7472,44834 Doral Drive,"Indian Wells, CA",153,3,3,2855,719000,252,79,333
7473,12850 Shorthorn Drive,"Corona, CA",87,5,4.1,3216,699990,218,257,231
7474,73680 Greasewood Lane,"Palm Desert, CA",265,3,3,2085,699000,335,196,310
7475,757 N. University Drive,"Riverside, CA",310,5,4,3552,699000,197,274,239
7476,5 Barnard Court,"Rancho Mirage, CA",300,3,3,3104,695000,224,167,295
7477,41881 Via Aregio,"Palm Desert, CA",265,4,4,2952,750000,254,196,310
7478,59470 Devils Ladder Road,"Mountain Center, CA",231,5,5.1,3778,739000,196,12,285
7479,17275 Ranchero Road,"Riverside, CA",310,4,3,3666,699999,191,274,239
7480,45337 Club Drive,"Indian Wells, CA",153,3,3,2031,715000,352,79,333
7481,33095 Newby Road,"Temecula, CA",368,6,4.2,4112,725000,176,162,256
7482,26135 La Piedra Road,"Menifee, CA",213,5,3.1,4066,799900,197,118,204
7483,45119 Fieldbrook Court,"Temecula, CA",368,5,4,4209,800000,190,162,256
7484,80668 Via Tranquila,"La Quinta, CA",175,4,3.1,3502,799000,228,305,298
7485,51545 Longmeadow Street,"Indio, CA",154,3,3.1,2708,800000,295,133,224
7486,3125 Forest View Drive,"Corona, CA",87,4,3,3302,745800,226,257,231
7487,344 W Racquet Club Road,"Palm Springs, CA",266,3,2,1994,795000,399,228,398
7488,809 Alexander Way,"Palm Springs, CA",266,3,2,1480,749900,507,228,398
7489,16682 Rain Cross Circle,"Riverside, CA",310,5,4.1,4830,763588,158,274,239
7490,16652 Rain Cross Circle,"Riverside, CA",310,5,4.1,4830,764824,158,274,239
7491,2086 Bobolink Lane,"Palm Springs, CA",266,3,2,2033,759000,373,228,398
7492,6560 Aerial Court,"Riverside, CA",310,5,3,3282,799000,243,274,239
7493,36331 Royal Sage Court,"Palm Desert, CA",265,3,3.1,2907,765000,263,196,310
7494,1173 Hummingbird Lane,"Corona, CA",87,7,4,3279,745000,227,257,231
7495,43091 Bob Cat Road,"Banning, CA",26,4,3,2900,769999,266,41,224
7496,78440 Blackstone Court,"Bermuda Dunes, CA",34,5,5.1,3553,785000,221,23,227
7497,259 N Farrell Drive,"Palm Springs, CA",266,3,2,1284,789000,614,228,398
7498,40491 Green Oaks Drive,"Temecula, CA",368,4,3,2684,785000,292,162,256
7499,1114 Brasado Way,"Riverside, CA",310,5,3,3586,749900,209,274,239
7500,4270 Amber Lane,"Palm Springs, CA",266,3,3,2105,789000,375,228,398
7501,23641 Rose Quartz,"Perris, CA",278,6,3.1,3358,785000,234,57,210
7502,1431 Lorena Way,"Palm Springs, CA",266,3,3.1,3042,799900,263,228,398
7503,36726 Jasmine Lane,"Rancho Mirage, CA",300,4,3,2539,749000,295,167,295
7504,80679 Via Tranquila,"La Quinta, CA",175,4,5,3502,764999,218,305,298
7505,14881 Henry Street,"Corona, CA",87,6,4.1,4118,760000,185,257,231
7506,4550 Edgewater Circle,"Corona, CA",87,5,4.1,4136,799900,193,257,231
7507,1602 Spyglass Drive,"Corona, CA",87,5,3.1,3670,764900,208,257,231
7508,73429 Bursera Way,"Palm Desert, CA",265,3,3,2456,780000,318,196,310
7509,22240 Silverpointe,"Corona, CA",87,5,4.1,4278,799900,187,257,231
7510,39419 Exa Ely Road,"Hemet, CA",141,4,2,2737,775000,283,144,209
7511,3748 Bear Pass Drive,"Corona, CA",87,5,4.1,3491,799900,229,257,231
7512,2421 Reservoir Drive,"Norco, CA",243,3,2,1832,774900,423,37,311
7513,50240 Via Amante,"La Quinta, CA",175,3,3.1,2894,749000,259,305,298
7514,54790 Forest Haven Drive,"Idyllwild, CA",150,5,3,3212,749000,233,20,361
7515,2627 Chad Zeller Lane,"Corona, CA",87,3,2.1,2497,789636,316,257,231
7516,2659 Chad Zeller Lane,"Corona, CA",87,4,3.1,2891,792164,274,257,231
7517,6868 Frances Street,"Riverside, CA",310,5,3,3117,775000,249,274,239
7518,48325 Mariposa Drive,"Palm Desert, CA",265,3,3,3090,749000,242,196,310
7519,1338 Via Estrella,"Palm Springs, CA",266,3,3,2900,785000,271,228,398
7520,120 Via Santo Tomas,"Rancho Mirage, CA",300,3,3,2391,749000,313,167,295
7521,13835 Camp Rock Street,"Corona, CA",87,5,3.2,4529,759000,168,257,231
7522,70800 Sunny Lane,"Rancho Mirage, CA",300,3,3.1,3129,789900,252,167,295
7523,1338 Via Estrella,"Palm Springs, CA",266,3,3,2900,785000,271,228,398
7524,15780 Laurel Branch Court,"Riverside, CA",310,5,3.1,4850,779900,161,274,239
7525,54795 Winged Foot,"La Quinta, CA",175,3,3,2450,749000,306,305,298
7526,5 Buckingham Way,"Rancho Mirage, CA",300,4,3.1,3636,799000,220,167,295
7527,3221 Del Sol Pointe,"Riverside, CA",310,5,3.1,3773,750000,199,274,239
7528,7438 Jola Drive,"Riverside, CA",310,4,4,3385,749000,221,274,239
7529,18500 Manitou Street,"Corona, CA",87,4,2.1,3275,750000,229,257,231
7530,28355 Margaret Lane,"Hemet, CA",141,3,4,4650,789000,170,144,209
7531,49275 Avenida El Nido,"La Quinta, CA",175,5,8.1,3989,795000,199,305,298
7532,35790 Meadow Ridge Road,"Temecula, CA",368,4,3,2644,799900,303,162,256
7533,68610 Nightingale Road,"Cathedral City, CA",71,5,4,2934,767000,261,48,236
7534,46614 Bradshaw Trail,"La Quinta, CA",175,3,3.1,2800,748800,267,305,298
7535,69385 Mccallum Way,"Cathedral City, CA",71,5,3,3242,749000,231,48,236
7536,60325 Prickly Pear,"La Quinta, CA",175,4,4,2726,759000,278,305,298
7537,365 Orchid Tree Lane,"Palm Springs, CA",266,3,3,2821,799000,283,228,398
7538,13952 Lily Lane,"Riverside, CA",310,6,4.1,5270,780990,148,274,239
7539,3284 Dales Drive,"Norco, CA",243,4,3,2902,765000,264,37,311
7540,19373 Day,"Perris, CA",278,6,5.1,4074,770000,189,57,210
7541,3231 Crestview Drive,"Norco, CA",243,4,2.1,2978,745000,250,37,311
7542,30097 Laurie Rae Lane,"Temecula, CA",368,4,4,3381,780000,231,162,256
7543,42694 Veldt Street,"Rancho Mirage, CA",300,4,3,2615,759500,290,167,295
7544,78445 Via Sevilla,"La Quinta, CA",175,5,3.1,3642,799900,220,305,298
7545,16990 Suttles Drive,"Riverside, CA",310,5,4.1,3825,780000,204,274,239
7546,7303 Lichen Drive,"Corona, CA",87,4,3,2782,775000,279,257,231
7547,15 Dartmouth Drive,"Rancho Mirage, CA",300,3,3,2694,769000,285,167,295
7548,372 W Dominguez Road,"Palm Springs, CA",266,3,2,2030,799900,394,228,398
7549,41800 Chaparral Drive,"Temecula, CA",368,3,2,2315,749000,324,162,256
7550,4333 Vivant Way,"Palm Springs, CA",266,3,2.1,2667,789000,296,228,398
7551,80848 Hermitage,"La Quinta, CA",175,3,3.1,2379,745000,313,305,298
7552,640 Ocotillo Avenue,"Palm Springs, CA",266,2,3,2127,745000,350,228,398
7553,57770 Black Diamond,"La Quinta, CA",175,3,3,2611,749000,287,305,298
7554,20450 Wendy Lane,"Murrieta, CA",233,4,3,2129,749900,352,188,235
7555,40645 Ivel Road,"Hemet, CA",141,3,3,2040,795000,390,144,209
7556,510 Beverly Drive,"Palm Springs, CA",266,4,3,1677,787500,470,228,398
7557,16960 Mockingbird Canyon Road,"Riverside, CA",310,3,3,2452,799000,326,274,239
7558,1044 E Chase Drive,"Corona, CA",87,5,2.1,2392,769900,322,257,231
7559,33029 Sage Court,"Temecula, CA",368,5,4,3983,749900,188,162,256
7560,16563 Fox Glen Road,"Riverside, CA",310,4,3,2775,800000,288,274,239
7561,14070 Ashton Lane,"Riverside, CA",310,4,3.1,3700,800000,216,274,239
7562,16360 Grand Avenue,"Lake Elsinore, CA",185,2,2,2160,775000,359,75,243
7563,15399 Ranchito Drive,"Perris, CA",278,4,5,3200,799999,250,57,210
